Código Identificação;UF;Município;Faixas;Tipo;Marca/Modelo;Edital/Lote (Operadora);Inicio Operação;Cód. ET;Cód. EV;latitude;longitude;km;br
ROB20040020;RO;CACOAL;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-09;ET.1911.RO0018;EV.1805.RO0034;-11.44084;-61.4873529999999;241.97;364
ROB20040021;RO;CACOAL;P-D-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-09;ET.1911.RO0017;EV.1805.RO0031;-11.4337;-61.46432;239.18;364
ROB20040022;RO;CACOAL;P-C-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-09;ET.1911.RO0016;EV.1805.RO0030;-11.4339999999999;-61.4635;239.12;364
ROB20040023;RO;PORTO VELHO;P-C-1, P-C-2, P-D-1, P-D-2;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-01-23;ET.1911.RO0050;EV.1805.RO0078;-8.77458999999999;-63.8774799999999;712.585;364
ROB20040024;RO;PORTO VELHO;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-10-01;ET.1911.RO0053;EV.1805.RO0081;-9.258233;-64.4040459999999;800.68;364
ROB21050029;RO;PORTO VELHO;P-C-1, P-C-2, P-D-1, P-D-2;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-05-19;ET.2004.RO0087;EV.2003.RO0088;-8.80060199999999;-63.770744;699.7;364
ROB21050030;RO;COLORADO DO OESTE;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-04-12;ET.2004.RO0086;EV.2003.RO0089;-13.090411;-60.367798;63.9;435
ROB21050031;RO;VILHENA;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-01-14;ET.2004.RO0088;EV.2003.RO0090;-12.70448;-60.1201259999999;17.55;174
ROB21050032;RO;PRESIDENTE MEDICI;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-05-19;ET.2001.RO0068;EV.1805.RO0038;-11.158351;-61.9016439999999;309.55;364
ROB21120033;RO;PORTO VELHO;P-D-1, P-D-2, P-D-3;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-07-19;ET.2001.RO0060;EV.1805.RO0014;-8.74132099999999;-63.8895479999999;61.065;319
ROB21120036;RO;PORTO VELHO;P-C-1, P-C-2, P-D-1, P-D-2;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-01-14;ET.1911.RO0043;EV.1805.RO0071;-8.80053999999999;-63.73705;695.97;364
ROB21120037;RO;PORTO VELHO;P-C-1, P-C-2, P-C-3;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-07-19;ET.2001.RO0061;EV.1805.RO0015;-8.74145599999999;-63.889985;61.07;319
ROB21120038;RO;CACOAL;P-C-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-04-12;ET.1911.RO0011;EV.1805.RO0024;-11.5113559999999;-61.358851;224.715;364
ROB21120039;RO;JARU;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-05-19;ET.2111.RO0090;EV.2109.RO0092;-10.5312;-62.39773;410.13;364
ROB22100040;RO;VILHENA;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-12-24;ET.1911.RO0004;EV.1805.RO0011;-12.7259429999999;-60.191282;19.762;364
ROB22100041;RO;CACOAL;P-C-1, P-D-1;REV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-12-24;ET.2005.RO0089;EV.2004.RO0091;-11.3860499999999;-61.7468879999999;273.8;364
ROR20040008;RO;JI-PARANA;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0021;EV.1805.RO0041;-10.896874;-61.930647;340.22;364
ROR20040009;RO;JI-PARANA;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0022;EV.1805.RO0042;-10.88545;-61.9348049999999;341.5;364
ROR20040010;RO;JI-PARANA;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0023;EV.1805.RO0043;-10.885028;-61.935758;341.6;364
ROR20040011;RO;CANDEIAS DO JAMARI;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-02-19;ET.1911.RO0042;EV.1805.RO0070;-8.79787999999999;-63.70154;691.98;364
ROR20040012;RO;CACOAL;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0014;EV.1805.RO0028;-11.446246;-61.4360259999999;236.0;364
ROR20040013;RO;JI-PARANA;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0020;EV.1805.RO0040;-10.898763;-61.930402;340.07;364
ROR20040014;RO;JI-PARANA;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0028;EV.1805.RO0048;-10.85608;-61.982945;348.0;364
ROR20040016;RO;PRESIDENTE MEDICI;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0019;EV.1805.RO0036;-11.17952;-61.90162;307.175;364
ROR20040017;RO;ARIQUEMES;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0038;EV.1805.RO0063;-9.92371999999999;-63.0551099999999;515.01;364
ROR20040020;RO;PORTO VELHO;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-01-23;ET.1911.RO0051;EV.1805.RO0079;-8.777642;-63.889707;714.25;364
ROR20050021;RO;OURO PRETO DO OESTE;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0033;EV.1805.RO0053;-10.6871569999999;-62.2740629999999;387.76;364
ROR20050022;RO;ARIQUEMES;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-07-17;ET.1911.RO0036;EV.1805.RO0061;-9.93553;-63.05537;513.5;364
ROR20050023;RO;PORTO VELHO;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2021-01-23;ET.1911.RO0044;EV.1805.RO0072;-8.800411;-63.803277;703.38;364
ROR21120026;RO;JARU;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-05-19;ET.2111.RO0091;EV.2109.RO0093;-10.47159;-62.4481499999999;420.19;364
ROR21120027;RO;PIMENTA BUENO;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-08-10;ET.1911.RO0006;EV.1805.RO0019;-11.7011109999999;-61.170278;193.4;364
ROR21120028;RO;JARU;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-06-10;ET.1911.RO0034;EV.1810.RO0086;-10.411434;-62.509396;429.67;364
ROR21120029;RO;PORTO VELHO;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-04-12;ET.1911.RO0046;EV.1805.RO0074;-8.79602;-63.84033;707.66;364
ROR21120030;RO;PORTO VELHO;P-D-1, P-D-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-01-22;ET.1911.RO0047;EV.1805.RO0075;-8.79415;-63.8435899999999;708.105;364
ROR21120031;RO;PORTO VELHO;P-C-1, P-C-2;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-01-22;ET.1911.RO0048;EV.1805.RO0076;-8.784394;-63.860339;710.415;364
ROR21120032;RO;JARU;P-C-1, P-D-1;CEV;Vizentec/DTV 102;168.16 / 10 (Data Traffic);2022-05-19;ET.2111.RO0092;EV.2109.RO0094;-10.384608;-62.546906;434.7;364
RRB18120001;RR;RORAINOPOLIS;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 11 (Velsis);2019-11-20;ET.1807.RR0001;EV.1805.RR0010;-0.856194;-60.522472;0.4;174
RRB18120002;RR;RORAINOPOLIS;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 11 (Velsis);2019-11-20;ET.1807.RR0002;EV.1805.RR0001;-0.551638999999999;-60.630056;36.3;174
RRB22120006;RR;BOA VISTA;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 11 (Velsis);2023-03-03;ET.2211.RR0012;EV.2210.RR0013;2.87759;-60.698188;511.1;174
RRB22120007;RR;CANTA;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 11 (Velsis);2023-03-03;ET.2211.RR0014;EV.2210.RR0014;2.616255;-60.595558;192.23;432
RRB22120008;RR;MUCAJAI;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 11 (Velsis);2023-03-03;ET.2211.RR0011;EV.2210.RR0011;2.454658;-60.918433;449.908;174
RRR20010006;RR;MUCAJAI;P-C-1, P-D-1;CEV;Velsis/VSIS-VCAP-01;168.16 / 11 (Velsis);2020-01-21;ET.1807.RR0005;EV.1805.RR0004;2.433387;-60.919415;447.6;174
RRR23020008;RR;CANTA;P-C-1, P-C-2;CEV;Velsis/VSIS-VCAP-01;168.16 / 11 (Velsis);2023-03-03;ET.2211.RR0013;EV.2210.RR0012;2.796742;-60.636364;7.0;401
RSB18090001;RS;CAXIAS DO SUL;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-06-19;ET.1806.RS0022;EV.1805.RS0149;-29.1298649999999;-51.127738;144.348;116
RSB18090002;RS;CAXIAS DO SUL;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-06-26;ET.1806.RS0023;EV.1805.RS0150;-29.179393;-51.16328;151.295;116
RSB18090003;RS;CAXIAS DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-06-26;ET.1806.RS0025;EV.1805.RS0152;-29.192639;-51.1801049999999;154.26;116
RSB18090005;RS;CAXIAS DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-06-26;ET.1806.RS0027;EV.1805.RS0156;-29.2023809999999;-51.1775469999999;155.51;116
RSB18090006;RS;CAXIAS DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-06-26;ET.1806.RS0028;EV.1805.RS0157;-29.204101;-51.177014;155.71;116
RSB18090007;RS;CAXIAS DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-06-26;ET.1806.RS0029;EV.1805.RS0166;-29.3090189999999;-51.167597;171.392;116
RSB18090008;RS;CAXIAS DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-06-27;ET.1806.RS0030;EV.1805.RS0167;-29.310748;-51.1673639999999;171.584;116
RSB18100016;RS;CAXIAS DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-08-30;ET.1806.RS0024;EV.1805.RS0151;-29.182967;-51.168855;152.085;116
RSB18100017;RS;CAXIAS DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-08-30;ET.1806.RS0021;EV.1805.RS0148;-29.078233;-51.109791;136.51;116
RSB18100019;RS;SAO MARCOS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-08-29;ET.1806.RS0019;EV.1805.RS0142;-29.0233549999999;-51.080393;123.66;116
RSB18100020;RS;SAO MARCOS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-08-30;ET.1806.RS0018;EV.1805.RS0141;-29.0209259999999;-51.0774109999999;123.264;116
RSB18100024;RS;SAO MARCOS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-08-29;ET.1806.RS0012;EV.1805.RS0133;-28.9589399999999;-51.079534;113.35;116
RSB18100025;RS;SAO MARCOS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2019-08-27;ET.1806.RS0013;EV.1805.RS0134;-28.9610699999999;-51.07869;113.62;116
RSB19120197;RS;RIO PARDO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-10;ET.1806.RS0103;EV.1805.RS0161;-29.8902749999999;-52.393022;162.99;471
RSB20010199;RS;VACARIA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-01-29;ET.1806.RS0001;EV.1805.RS0368;-28.21235;-50.7590999999999;0.24;116
RSB20010200;RS;SAO MARCOS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-02-01;ET.1806.RS0015;EV.1805.RS0136;-28.970617;-51.071883;115.015;116
RSB20010202;RS;VACARIA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-02-01;ET.1806.RS0003;EV.1805.RS0083;-28.28105;-50.80075;9.415;116
RSB20010203;RS;RIO PARDO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-22;ET.1806.RS0102;EV.1805.RS0160;-29.8886;-52.3931499999999;162.82;471
RSB20010204;RS;SAO MARCOS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-01-30;ET.1806.RS0017;EV.1805.RS0138;-28.974917;-51.0680499999999;115.775;116
RSB20010205;RS;GUAIBA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-02-28;ET.1812.RS0354;EV.1807.RS0371;-30.1703329999999;-51.3862;306.36;116
RSB20010206;RS;GUAIBA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-05;ET.1812.RS0354;EV.1807.RS0371;-30.1703329999999;-51.3862;306.36;116
RSB20010209;RS;URUGUAIANA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-22;ET.1808.RS0325;EV.1805.RS0341;-29.775333;-57.0590329999999;576.74;472
RSB20010210;RS;URUGUAIANA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-22;ET.1808.RS0326;EV.1805.RS0340;-29.774467;-57.0587999999999;576.65;472
RSB20010211;RS;URUGUAIANA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-27;ET.1808.RS0323;EV.1805.RS0338;-29.7639;-57.0476;574.13;472
RSB20010212;RS;URUGUAIANA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-27;ET.1808.RS0318;EV.1805.RS0319;-29.5412329999999;-56.80805;537.06;472
RSB20010213;RS;SANTANA DO LIVRAMENTO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-08-18;ET.1806.RS0039;EV.1805.RS0333;-30.853133;-55.492367;562.35;158
RSB20010214;RS;URUGUAIANA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-27;ET.1808.RS0317;EV.1805.RS0315;-29.475683;-56.68455;522.35;472
RSB20010215;RS;RIO GRANDE;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-13;ET.1806.RS0064;EV.1805.RS0326;-32.6763029999999;-52.594455;540.54;471
RSB20010216;RS;LAGOA VERMELHA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-02-13;ET.1807.RS0119;EV.1805.RS0185;-28.2123169999999;-51.510533;197.34;285
RSB20010217;RS;RIO GRANDE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-13;ET.1806.RS0063;EV.1805.RS0325;-32.6758;-52.5938999999999;540.46;471
RSB20010218;RS;URUGUAIANA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-04-24;ET.1808.RS0311;EV.1805.RS0367;-29.7481;-57.076267;723.85;290
RSB20010219;RS;RIO GRANDE;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-13;ET.1807.RS0107;EV.1805.RS0321;-32.539133;-52.538583;524.285;471
RSB20010220;RS;RIO GRANDE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-20;ET.1807.RS0191;EV.1805.RS0320;-32.537917;-52.5382329999999;524.16;471
RSB20010221;RS;PELOTAS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-10;ET.1807.RS0222;EV.1805.RS0064;-31.7541219999999;-52.358255;1.06;293
RSB20010222;RS;SAO SEPE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-19;ET.1807.RS0153;EV.1805.RS0220;-30.1651169999999;-53.5830169999999;297.29;392
RSB20010223;RS;PELOTAS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-24;ET.1807.RS0189;EV.1805.RS0067;-31.743133;-52.3631999999999;2.4;293
RSB20010224;RS;PELOTAS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-24;ET.1806.RS0053;EV.1805.RS0068;-31.740117;-52.3646999999999;2.75;293
RSB20010225;RS;PELOTAS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-24;ET.1806.RS0054;EV.1805.RS0070;-31.7358669999999;-52.367817;3.33;293
RSB20010226;RS;CAPAO DO LEAO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-06-30;ET.1809.RS0339;EV.1807.RS0380;-31.752067;-52.462183;14.46;293
RSB20010227;RS;CAPAO DO LEAO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-06-24;ET.1809.RS0340;EV.1807.RS0381;-31.7491169999999;-52.4769829999999;15.4;293
RSB20010228;RS;CAPAO DO LEAO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-06-24;ET.1809.RS0341;EV.1807.RS0382;-31.7486;-52.480333;15.72;293
RSB20010229;RS;SANTANA DO LIVRAMENTO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-26;ET.1806.RS0060;EV.1805.RS0245;-30.855533;-55.5311329999999;339.7;293
RSB20010230;RS;PELOTAS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-08-08;ET.1807.RS0223;EV.1805.RS0066;-31.752217;-52.359233;1.29;293
RSB20020231;RS;PELOTAS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-06-10;ET.1807.RS0224;EV.1805.RS0072;-31.733267;-52.373483;3.89;293
RSB20020232;RS;CAMPESTRE DA SERRA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-10-09;ET.1806.RS0010;EV.1805.RS0129;-28.8776329999999;-51.1467669999999;95.545;116
RSB20020233;RS;SAO MARCOS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-02-21;ET.1806.RS0016;EV.1805.RS0137;-28.9740329999999;-51.069983;115.625;116
RSB20020234;RS;PICADA CAFE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-31;ET.1806.RS0093;EV.1805.RS0178;-29.444983;-51.137967;193.75;116
RSB20020235;RS;PICADA CAFE;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-02-13;ET.1806.RS0094;EV.1805.RS0179;-29.4462329999999;-51.1371669999999;193.925;116
RSB20020236;RS;PICADA CAFE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-31;ET.1806.RS0095;EV.1805.RS0184;-29.467883;-51.1524;197.205;116
RSB20020237;RS;PICADA CAFE;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-02-13;ET.1806.RS0096;EV.1805.RS0186;-29.4713999999999;-51.149867;197.69;116
RSB20020238;RS;SANTANA DO LIVRAMENTO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-26;ET.1806.RS0038;EV.1805.RS0330;-30.850967;-55.487383;561.82;158
RSB20020239;RS;VACARIA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-02-19;ET.1807.RS0116;EV.1805.RS0139;-28.513617;-50.908233;117.27;285
RSB20020240;RS;VACARIA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-24;ET.1807.RS0117;EV.1805.RS0140;-28.512117;-50.911433;117.63;285
RSB20020241;RS;CAPAO BONITO DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-02-29;ET.1806.RS0050;EV.1805.RS0175;-28.295817;-51.462504;186.2;285
RSB20020242;RS;LAGOA VERMELHA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-05;ET.1806.RS0051;EV.1805.RS0189;-28.2055669999999;-51.5191829999999;198.51;285
RSB20020243;RS;CASEIROS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-20;ET.1807.RS0120;EV.1805.RS0195;-28.274417;-51.6847169999999;218.18;285
RSB20020244;RS;CACAPAVA DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-01;ET.1807.RS0215;EV.1805.RS0236;-30.359417;-53.453167;327.26;290
RSB20020245;RS;SANTA MARGARIDA DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-08-08;ET.1807.RS0220;EV.1805.RS0271;-30.339583;-54.081417;392.36;290
RSB20020246;RS;SANTA MARGARIDA DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-08-08;ET.1807.RS0221;EV.1805.RS0272;-30.33995;-54.0827999999999;392.5;290
RSB20020247;RS;SAO GABRIEL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-27;ET.1808.RS0304;EV.1805.RS0279;-30.3502669999999;-54.3346329999999;419.05;290
RSB20020248;RS;ALEGRETE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-27;ET.1808.RS0308;EV.1805.RS0342;-29.8122329999999;-55.74985;577.49;290
RSB20020249;RS;CAPAO DO LEAO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-07-01;ET.1809.RS0338;EV.1807.RS0379;-31.7520689999999;-52.462192;13.96;293
RSB20020250;RS;CAXIAS DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-02-22;ET.1806.RS0026;EV.1805.RS0153;-29.193283;-51.179817;154.295;116
RSB20020251;RS;DOM PEDRITO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-04-15;ET.1806.RS0057;EV.1805.RS0209;-30.9661499999999;-54.665917;251.56;293
RSB20020252;RS;RIO PARDO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-03-31;ET.1807.RS0232;EV.1805.RS0169;-29.98082;-52.3702479999999;173.98;471
RSB20020253;RS;URUGUAIANA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-27;ET.1808.RS0316;EV.1805.RS0314;-29.471733;-56.6847169999999;521.92;472
RSB20020254;RS;URUGUAIANA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-27;ET.1808.RS0319;EV.1805.RS0322;-29.54495;-56.819017;538.205;472
RSB20020255;RS;URUGUAIANA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-19;ET.1808.RS0320;EV.1805.RS0331;-29.7206;-56.933767;561.51;472
RSB20020256;RS;URUGUAIANA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-11-27;ET.1808.RS0324;EV.1805.RS0339;-29.763717;-57.047733;574.15;472
RSB20020258;RS;SAO MARCOS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-12;ET.1806.RS0014;EV.1805.RS0135;-28.9695569999999;-51.071216;114.905;116
RSB20020259;RS;CAMPESTRE DA SERRA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-12;ET.1806.RS0009;EV.1805.RS0126;-28.798085;-51.095739;79.99;116
RSB20020261;RS;CACHOEIRA DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-12;ET.1807.RS0235;EV.1805.RS0074;-30.013117;-52.889462;4.315;153
RSB20020262;RS;CACHOEIRA DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-12;ET.1807.RS0236;EV.1805.RS0075;-30.012927;-52.8880619999999;4.45;153
RSB20020263;RS;CACHOEIRA DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-12;ET.1807.RS0234;EV.1805.RS0065;-30.006017;-52.9070729999999;1.99;153
RSB20020264;RS;SANTA MARIA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-04-01;ET.1807.RS0156;EV.1805.RS0247;-29.7626829999999;-53.7861669999999;347.4;392
RSB20030265;RS;SANTANA DO LIVRAMENTO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-05;ET.1806.RS0059;EV.1805.RS0244;-30.8546669999999;-55.5291;339.49;293
RSB20030267;RS;CAMPESTRE DA SERRA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-21;ET.1806.RS0008;EV.1805.RS0125;-28.794281;-51.0956789999999;79.565;116
RSB20030268;RS;SEVERIANO DE ALMEIDA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-10-07;ET.1807.RS0109;EV.1805.RS0089;-27.432226;-52.0796539999999;15.035;153
RSB20030269;RS;SEVERIANO DE ALMEIDA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-10-09;ET.1807.RS0108;EV.1805.RS0088;-27.432444;-52.07977;15.06;153
RSB20030270;RS;ERECHIM;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-28;ET.1807.RS0110;EV.1805.RS0102;-27.640356;-52.243164;46.735;153
RSB20030271;RS;BARRACAO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-11-28;ET.1807.RS0174;EV.1805.RS0079;-27.6248329999999;-51.470717;5.485;470
